label,x1,y1,x2,y2,x3,y3,x4,y4,path_img
Hexagone_2,133,164,175,164,133,214,175,214,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/115_Hexagone2.jpg
Cercle_5,196,153,270,153,196,224,270,224,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/67_Cercle5.jpg
Hexagone_2,213,121,255,121,213,164,255,164,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/310_Hexagone2.jpg
Hexagone_5,225,91,254,91,225,124,254,124,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/52_Hexagone5.jpg
Triangle_2,49,39,164,39,49,153,164,153,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/16_Triangle2.jpg
Diamant_3,91,0,163,0,91,74,163,74,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/320_Diamant3.jpg
Diamant_2,118,105,166,105,118,157,166,157,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/80_Diamant2.jpg
Triangle_3,124,50,172,50,124,105,172,105,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/25_Triangle3.jpg
Triangle_5,127,143,163,143,127,179,163,179,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle5/54_Triangle5.jpg
Hexagone_4,67,112,121,112,67,167,121,167,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone4/59_Hexagone4.jpg
Cercle_4,182,126,223,126,182,167,223,167,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/151_Cercle4.jpg
Triangle_3,159,52,207,52,159,100,207,100,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/194_Triangle3.jpg
Cercle_3,119,55,186,55,119,122,186,122,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/224_Cercle3.jpg
Triangle_3,86,155,152,155,86,221,152,221,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/166_Triangle3.jpg
Triangle_4,143,10,175,10,143,59,175,59,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/20_Triangle4.jpg
Cercle_4,38,118,101,118,38,173,101,173,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/191_Cercle4.jpg
Triangle_3,157,92,228,92,157,163,228,163,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/88_Triangle3.jpg
No_Shape,170,31,251,31,170,101,251,101,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/201_NoShape.jpg
Triangle_4,47,52,104,52,47,111,104,111,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/101_Triangle4.jpg
Cercle_2,193,44,244,44,193,96,244,96,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/64_Cercle2.jpg
Cercle_3,114,108,250,108,114,232,250,232,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/6_Cercle3.jpg
Triangle_4,92,27,169,27,92,102,169,102,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/59_Triangle4.jpg
Hexagone_5,137,83,244,83,137,190,244,190,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/213_Hexagone5.jpg
Triangle_4,204,80,260,80,204,134,260,134,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/146_Triangle4.jpg
Triangle_3,67,45,191,45,67,159,191,159,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/108_Triangle3.jpg
Hexagone_4,152,114,181,114,152,144,181,144,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone4/64_Hexagone4.jpg
No_Shape,29,101,118,101,29,169,118,169,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/260_NoShape.jpg
Diamant_4,161,27,268,27,161,116,268,116,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/132_Diamant4.jpg
No_Shape,62,137,145,137,62,211,145,211,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/73_NoShape.jpg
Diamant_5,77,60,123,60,77,107,123,107,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/72_Diamant5.jpg
Triangle_2,44,39,113,39,44,114,113,114,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/265_Triangle2.jpg
Cercle_5,50,85,159,85,50,194,159,194,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/167_Cercle5.jpg
Cercle_3,56,25,188,25,56,146,188,146,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/257_Cercle3.jpg
Cercle_5,132,105,170,105,132,148,170,148,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/116_Cercle5.jpg
No_Shape,34,121,103,121,34,189,103,189,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/238_NoShape.jpg
Cercle_4,209,100,262,100,209,149,262,149,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/217_Cercle4.jpg
Cercle_3,201,10,320,10,201,134,320,134,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/471_Cercle3.jpg
Triangle_2,189,25,262,25,189,88,262,88,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/31_Triangle2.jpg
Hexagone_3,167,118,218,118,167,178,218,178,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/132_Hexagone3.jpg
Diamant_2,38,108,98,108,38,164,98,164,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/324_Diamant2.jpg
Hexagone_5,157,85,182,85,157,109,182,109,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/202_Hexagone5.jpg
Diamant_2,77,110,249,110,77,240,249,240,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/185_Diamant2.jpg
Cercle_2,220,95,293,95,220,209,293,209,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/142_Cercle2.jpg
Diamant_2,84,105,157,105,84,177,157,177,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/149_Diamant2.jpg
Hexagone_3,77,82,195,82,77,199,195,199,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/97_Hexagone3.jpg
Cercle_3,168,73,233,73,168,141,233,141,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/18_Cercle3.jpg
Triangle_2,114,61,165,61,114,113,165,113,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/400_Triangle2.jpg
Diamant_4,127,26,224,26,127,114,224,114,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/135_Diamant4.jpg
Triangle_5,178,134,213,134,178,168,213,168,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle5/80_Triangle5.jpg
Hexagone_5,163,144,208,144,163,190,208,190,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/124_Hexagone5.jpg
Diamant_5,227,48,302,48,227,120,302,120,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/173_Diamant5.jpg
Hexagone_2,261,128,309,128,261,179,309,179,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/88_Hexagone2.jpg
Cercle_3,246,59,278,59,246,95,278,95,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/495_Cercle3.jpg
Triangle_2,34,46,162,46,34,171,162,171,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/198_Triangle2.jpg
Diamant_3,20,94,119,94,20,183,119,183,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/125_Diamant3.jpg
Diamant_2,122,45,199,45,122,124,199,124,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/216_Diamant2.jpg
Hexagone_2,157,104,231,104,157,169,231,169,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/11_Hexagone2.jpg
Cercle_4,127,100,165,100,127,137,165,137,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/253_Cercle4.jpg
Cercle_3,97,87,165,87,97,157,165,157,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/99_Cercle3.jpg
Cercle_3,96,108,130,108,96,139,130,139,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/285_Cercle3.jpg
Hexagone_3,160,14,267,14,160,128,267,128,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/70_Hexagone3.jpg
Triangle_4,189,73,290,73,189,170,290,170,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/188_Triangle4.jpg
Triangle_4,156,82,211,82,156,137,211,137,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/26_Triangle4.jpg
Triangle_5,143,46,251,46,143,162,251,162,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle5/6_Triangle5.jpg
Cercle_2,177,41,203,41,177,64,203,64,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/208_Cercle2.jpg
No_Shape,156,95,231,95,156,160,231,160,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/138_NoShape.jpg
Diamant_3,89,30,179,30,89,129,179,129,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/223_Diamant3.jpg
Cercle_2,136,5,256,5,136,142,256,142,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/7_Cercle2.jpg
Triangle_4,46,133,149,133,46,237,149,237,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/136_Triangle4.jpg
No_Shape,19,11,88,11,19,68,88,68,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/269_NoShape.jpg
Triangle_4,162,29,217,29,162,87,217,87,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/49_Triangle4.jpg
Hexagone_3,276,122,316,122,276,162,316,162,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/161_Hexagone3.jpg
Cercle_2,131,17,214,17,131,100,214,100,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/247_Cercle2.jpg
Triangle_3,87,109,168,109,87,189,168,189,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/158_Triangle3.jpg
Triangle_4,86,51,185,51,86,146,185,146,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/2_Triangle4.jpg
Diamant_5,171,80,238,80,171,147,238,147,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/103_Diamant5.jpg
Diamant_4,163,88,195,88,163,121,195,121,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/139_Diamant4.jpg
Diamant_3,130,103,168,103,130,136,168,136,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/166_Diamant3.jpg
Triangle_5,149,74,206,74,149,130,206,130,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle5/109_Triangle5.jpg
Diamant_2,51,97,128,97,51,167,128,167,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/357_Diamant2.jpg
Cercle_2,47,35,166,35,47,125,166,125,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/298_Cercle2.jpg
Diamant_2,202,84,260,84,202,142,260,142,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/331_Diamant2.jpg
Hexagone_3,55,119,114,119,55,192,114,192,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/85_Hexagone3.jpg
Cercle_4,108,88,218,88,108,206,218,206,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/79_Cercle4.jpg
Hexagone_3,43,71,123,71,43,147,123,147,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/139_Hexagone3.jpg
Triangle_5,110,77,206,77,110,171,206,171,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle5/72_Triangle5.jpg
Cercle_5,191,62,230,62,191,114,230,114,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/212_Cercle5.jpg
Triangle_2,67,174,155,174,67,240,155,240,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/345_Triangle2.jpg
Triangle_2,112,54,149,54,112,92,149,92,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/77_Triangle2.jpg
Triangle_4,104,116,147,116,104,157,147,157,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/147_Triangle4.jpg
Hexagone_3,52,18,126,18,52,94,126,94,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/8_Hexagone3.jpg
Cercle_3,133,156,208,156,133,229,208,229,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/383_Cercle3.jpg
Hexagone_5,126,66,252,66,126,190,252,190,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/99_Hexagone5.jpg
Cercle_5,210,99,282,99,210,177,282,177,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/82_Cercle5.jpg
Triangle_4,124,38,162,38,124,76,162,76,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/228_Triangle4.jpg
Hexagone_4,138,120,181,120,138,162,181,162,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone4/195_Hexagone4.jpg
Diamant_2,103,55,187,55,103,141,187,141,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/353_Diamant2.jpg
Cercle_3,130,44,225,44,130,139,225,139,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/129_Cercle3.jpg
Cercle_5,92,95,131,95,92,132,131,132,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/127_Cercle5.jpg
Triangle_5,69,76,130,76,69,134,130,134,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle5/76_Triangle5.jpg
Diamant_4,182,30,281,30,182,111,281,111,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/114_Diamant4.jpg
Triangle_2,148,33,262,33,148,149,262,149,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/132_Triangle2.jpg
Hexagone_3,123,24,218,24,123,119,218,119,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/213_Hexagone3.jpg
Hexagone_3,150,63,243,63,150,155,243,155,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/110_Hexagone3.jpg
Cercle_3,128,79,207,79,128,153,207,153,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/24_Cercle3.jpg
Cercle_3,84,117,129,117,84,163,129,163,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/491_Cercle3.jpg
Triangle_2,126,76,190,76,126,138,190,138,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/442_Triangle2.jpg
Cercle_5,26,37,84,37,26,93,84,93,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/190_Cercle5.jpg
Hexagone_4,16,52,82,52,16,116,82,116,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone4/45_Hexagone4.jpg
Hexagone_4,225,185,267,185,225,224,267,224,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone4/166_Hexagone4.jpg
Hexagone_2,250,73,298,73,250,118,298,118,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/241_Hexagone2.jpg
Hexagone_3,229,114,278,114,229,171,278,171,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/94_Hexagone3.jpg
Diamant_2,229,48,284,48,229,105,284,105,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/372_Diamant2.jpg
Diamant_4,152,14,237,14,152,102,237,102,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/140_Diamant4.jpg
Cercle_4,58,96,99,96,58,140,99,140,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/158_Cercle4.jpg
Diamant_4,132,21,188,21,132,78,188,78,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/11_Diamant4.jpg
Cercle_3,206,33,272,33,206,92,272,92,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/126_Cercle3.jpg
Hexagone_5,193,133,242,133,193,188,242,188,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/8_Hexagone5.jpg
Diamant_4,126,104,155,104,126,134,155,134,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/61_Diamant4.jpg
Triangle_2,213,47,320,47,213,150,320,150,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/193_Triangle2.jpg
Triangle_5,247,136,277,136,247,163,277,163,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle5/77_Triangle5.jpg
Cercle_3,21,168,106,168,21,239,106,239,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/321_Cercle3.jpg
Triangle_4,211,72,268,72,211,129,268,129,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/14_Triangle4.jpg
Diamant_2,109,50,199,50,109,140,199,140,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/235_Diamant2.jpg
Cercle_4,164,53,221,53,164,113,221,113,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/330_Cercle4.jpg
Cercle_3,2,135,57,135,2,187,57,187,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/464_Cercle3.jpg
Diamant_3,106,21,245,21,106,151,245,151,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/44_Diamant3.jpg
Hexagone_4,93,103,145,103,93,153,145,153,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone4/158_Hexagone4.jpg
Diamant_3,47,91,112,91,47,150,112,150,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/297_Diamant3.jpg
Diamant_5,103,1,160,1,103,56,160,56,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/190_Diamant5.jpg
Hexagone_4,51,56,126,56,51,131,126,131,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone4/17_Hexagone4.jpg
No_Shape,205,44,292,44,205,127,292,127,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/79_NoShape.jpg
Diamant_2,46,89,117,89,46,140,117,140,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/277_Diamant2.jpg
Triangle_5,119,141,161,141,119,181,161,181,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle5/52_Triangle5.jpg
Cercle_5,181,162,268,162,181,238,268,238,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/138_Cercle5.jpg
Hexagone_4,139,112,170,112,139,149,170,149,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone4/124_Hexagone4.jpg
Hexagone_5,163,137,238,137,163,216,238,216,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/13_Hexagone5.jpg
Diamant_3,181,20,305,20,181,163,305,163,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/38_Diamant3.jpg
Triangle_3,222,90,275,90,222,143,275,143,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/80_Triangle3.jpg
Diamant_3,157,89,211,89,157,140,211,140,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/303_Diamant3.jpg
Hexagone_5,147,148,193,148,147,198,193,198,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/214_Hexagone5.jpg
Triangle_2,248,77,318,77,248,138,318,138,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/41_Triangle2.jpg
Hexagone_2,71,117,139,117,71,181,139,181,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/331_Hexagone2.jpg
Triangle_2,174,106,206,106,174,139,206,139,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/334_Triangle2.jpg
Diamant_3,118,43,175,43,118,104,175,104,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/177_Diamant3.jpg
Cercle_3,219,69,309,69,219,163,309,163,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/370_Cercle3.jpg
Diamant_2,40,52,104,52,40,113,104,113,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/225_Diamant2.jpg
Triangle_5,242,144,289,144,242,193,289,193,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle5/28_Triangle5.jpg
Diamant_4,86,69,133,69,86,114,133,114,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/133_Diamant4.jpg
Cercle_3,108,99,149,99,108,144,149,144,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/328_Cercle3.jpg
No_Shape,42,36,101,36,42,99,101,99,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/29_NoShape.jpg
Hexagone_3,212,52,275,52,212,112,275,112,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/196_Hexagone3.jpg
Hexagone_3,112,115,159,115,112,168,159,168,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/98_Hexagone3.jpg
Hexagone_2,191,131,259,131,191,192,259,192,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/214_Hexagone2.jpg
Diamant_2,23,54,164,54,23,198,164,198,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/439_Diamant2.jpg
Diamant_5,144,62,180,62,144,103,180,103,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/62_Diamant5.jpg
Hexagone_3,139,37,194,37,139,97,194,97,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/63_Hexagone3.jpg
Triangle_2,69,35,114,35,69,93,114,93,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/303_Triangle2.jpg
Diamant_2,191,104,257,104,191,176,257,176,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/409_Diamant2.jpg
Cercle_4,79,33,188,33,79,149,188,149,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/299_Cercle4.jpg
Diamant_3,171,1,320,1,171,193,320,193,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/209_Diamant3.jpg
Diamant_3,46,136,154,136,46,232,154,232,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/329_Diamant3.jpg
Diamant_5,62,65,131,65,62,139,131,139,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/33_Diamant5.jpg
Hexagone_5,182,81,224,81,182,124,224,124,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/219_Hexagone5.jpg
Cercle_3,192,72,285,72,192,159,285,159,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/191_Cercle3.jpg
Triangle_4,81,88,171,88,81,176,171,176,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/170_Triangle4.jpg
Cercle_4,141,75,202,75,141,132,202,132,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/184_Cercle4.jpg
Cercle_3,44,27,180,27,44,150,180,150,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/247_Cercle3.jpg
Triangle_2,43,38,167,38,43,161,167,161,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/179_Triangle2.jpg
Diamant_2,214,39,274,39,214,97,274,97,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/275_Diamant2.jpg
Diamant_3,131,66,204,66,131,163,204,163,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/32_Diamant3.jpg
Hexagone_2,137,87,187,87,137,138,187,138,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/164_Hexagone2.jpg
Diamant_3,69,8,108,8,69,56,108,56,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/230_Diamant3.jpg
No_Shape,18,38,80,38,18,93,80,93,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/143_NoShape.jpg
Triangle_2,92,76,153,76,92,138,153,138,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/46_Triangle2.jpg
Diamant_3,36,142,91,142,36,195,91,195,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/247_Diamant3.jpg
Triangle_2,248,76,319,76,248,138,319,138,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/42_Triangle2.jpg
Hexagone_4,99,115,139,115,99,155,139,155,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone4/67_Hexagone4.jpg
Diamant_3,139,110,185,110,139,163,185,163,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/136_Diamant3.jpg
Hexagone_2,131,11,173,11,131,52,173,52,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/261_Hexagone2.jpg
